"ID","Nome","Etiqueta","Proprietário","Pessoas","Negócios em aberto","Organização criada","Atualizado em","Visível para","Próxima atividade em","Data da última atividade","Negócios ganhos","Negócios perdidos","Negócios fechados","Total de atividades","Atividades concluídas","Atividades para fazer","Número de mensagens de e-mail","Foto de perfil","Endereço","Latitude de Endereço","Longitude de Endereço","Nº de apartamento de Endereço","Número da casa de Endereço","Nome da rua de Endereço","Distrito/sub-localidade de Endereço","Cidade/município/vila/localidade de Endereço","Estado de Endereço","Região de Endereço","País de Endereço","CEP/Código postal de Endereço","Endereço completo/combinado de Endereço","Etiquetas","[IC] Linkedin (Company Page)","CNPJ"
"4743","santa luz desenvolvimento mineral","","Nicholson","1","0","2024-07-02 23:00:57","2024-07-02 23:00:59","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SANTALUZ, BA","","","","","","","","","","","","","","",""
"4744","carajas revenda de bebidas ltda","","Nicholson","1","0","2024-07-02 23:00:57","2024-07-02 23:00:59","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4745","inpasa bioenergia","","Nicholson","1","0","2024-07-02 23:00:57","2024-07-02 23:01:01","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","NOVA MUTUM, MT","","","","","","","","","","","","","","",""
"4746","rodonaves","","Nicholson","1","0","2024-07-02 23:00:57","2024-07-02 23:01:00","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4747","comercial eletrica p.j.ltda","","Nicholson","1","0","2024-07-02 23:00:57","2024-07-02 23:01:01","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4748","mairipora gabinete do prefeito","","Nicholson","1","0","2024-07-02 23:00:59","2024-07-08 14:38:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","MAIRIPORA, SP","","","","","","","","","","","","","","",""
"4749","prefeitura municipal de caceres","","Nicholson","1","0","2024-07-02 23:01:01","2024-07-02 23:01:03","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","CACERES, MT","","","","","","","","","","","","","","",""
"4750","cibra","","Nicholson","1","0","2024-07-02 23:01:01","2024-07-02 23:01:03","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","SAO LUIS, MA","","","","","","","","","","","","","","",""
"4751","l g poços tubulares ltda. @","","Nicholson","1","0","2024-07-02 23:01:01","2024-07-02 23:01:03","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4752","tiete agroindustrial s.a. - paraíso","","Nicholson","1","0","2024-07-02 23:01:01","2024-07-08 14:37:18","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4753","votorantim primavera","","Nicholson","1","0","2024-07-02 23:01:01","2024-07-02 23:01:03","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4754","votorantim cimentos n/ne s/a","","Nicholson","1","0","2024-07-02 23:01:02","2024-07-02 23:01:04","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4755","cidia","","Nicholson","1","0","2024-07-02 23:01:02","2024-07-02 23:01:04","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4756","sonda geotecnia","","Nicholson","1","0","2024-07-02 23:01:03","2024-07-22 12:40:21","Grupo de visibilidade do proprietário do item","","2024-07-19","0","1","1","3","3","0","0","","BELO HORIZONTE, MG","","","","","","","","","","","","","","",""
"4757","norsulcargo navegacao s/a","","Nicholson","1","0","2024-07-02 23:01:03","2024-07-16 01:15:54","Grupo de visibilidade do proprietário do item","","2024-07-16","1","0","1","1","1","0","0","","","","","","","","","","","","","","","","",""
"4758","avb - aco verde do brasil","","Nicholson","1","0","2024-07-02 23:01:05","2024-07-02 23:01:08","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4759","norsa refrigerantes s.a","","Nicholson","1","0","2024-07-02 23:01:05","2024-07-02 23:01:08","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4760","patio sbc","","Nicholson","1","0","2024-07-02 23:01:05","2024-07-02 23:01:08","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4761","hidral equipamentos hidraulicos ltda","","Nicholson","1","0","2024-07-02 23:01:05","2024-07-08 14:35:49","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4762","agrofoods brasil  @","","Nicholson","1","0","2024-07-02 23:01:06","2024-07-02 23:01:08","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4763","peu eletricidade @","","Nicholson","1","0","2024-07-02 23:01:06","2024-07-02 23:01:08","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","PIRACICABA, SP","","","","","","","","","","","","","","",""
"4764","cunha distribuidora ltda","","Nicholson","1","0","2024-07-02 23:01:06","2024-07-08 14:34:43","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","PALMEIRA DOS INDIOS, AL","","","","","","","","","","","","","","",""
"4765","hqz instalacoes e manutencoes prediais ltda","","Nicholson","1","0","2024-07-02 23:01:06","2024-07-02 23:01:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SAO PAULO, SP","","","","","","","","","","","","","","",""
"4766","fertilizantes heringer s.a. - candeias","","Nicholson","1","0","2024-07-02 23:01:07","2024-07-02 23:01:10","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4767","andra @","","Nicholson","1","0","2024-07-02 23:01:08","2024-07-02 23:01:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SAO PAULO, SP","","","","","","","","","","","","","","",""
"4768","laticinios cremolat","","Nicholson","1","0","2024-07-02 23:01:08","2024-07-02 23:01:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4769","unirios","","Nicholson","1","0","2024-07-02 23:01:09","2024-07-02 23:01:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","BELEM, PA","","","","","","","","","","","","","","",""
"4770","astra turismo","","Nicholson","1","0","2024-07-02 23:01:10","2024-07-02 23:01:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","VOTUPORANGA, SP","","","","","","","","","","","","","","",""
"4771","jalles","","Nicholson","1","0","2024-07-02 23:01:10","2024-07-02 23:01:12","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4772","fontes vila nova comercio de gas @","","Nicholson","1","0","2024-07-02 23:01:10","2024-07-08 14:33:28","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4773","SG SERVICOS E TECNOLOGIA LTDA","","Nicholson","1","0","2024-07-02 23:01:10","2024-07-08 14:32:28","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4774","fm2c","","Nicholson","1","0","2024-07-02 23:01:12","2024-07-08 14:31:25","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","CAMPINAS, SP","","","","","","","","","","","","","","",""
"4775","concessionaria ecovias dos imigrantes s.a.","","Nicholson","1","0","2024-07-02 23:01:12","2024-07-02 23:01:14","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4776","nacional gas butano distribuidora ltda","","Nicholson","1","0","2024-07-02 23:01:12","2024-07-08 16:38:54","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","BETIM, MG","","","","","","","","","","","","","","",""
"4777","3º batalhão de polícia rodoviária @","","Nicholson","1","0","2024-07-02 23:01:12","2024-07-08 14:29:33","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4778","erika costa guanaes","","Nicholson","1","0","2024-07-02 23:01:14","2024-07-08 14:28:42","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4779","ll transportes","","Nicholson","1","0","2024-07-02 23:01:14","2024-07-09 13:32:44","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4780","usina coruripe","","Nicholson","2","0","2024-07-02 23:01:14","2024-07-05 15:54:08","Grupo de visibilidade do proprietário do item","","","1","1","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"4781","supremo cimentos","","Nicholson","1","0","2024-07-02 23:01:16","2024-07-02 23:01:18","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4782","3f engenharia","","Nicholson","1","0","2024-07-02 23:01:16","2024-07-15 18:30:09","Grupo de visibilidade do proprietário do item","","2024-07-15","0","1","1","1","1","0","0","","SAO JOSE DOS CAMPOS, SP","","","","","","","","","","","","","","",""
"4783","desintop","","Nicholson","1","0","2024-07-02 23:01:16","2024-07-12 14:43:26","Grupo de visibilidade do proprietário do item","2024-07-12","2024-07-12","0","1","1","2","1","1","0","","","","","","","","","","","","","","","","",""
"4784","renovar saneamento ambiental ltda","","Nicholson","1","0","2024-07-02 23:01:16","2024-07-22 19:30:22","Grupo de visibilidade do proprietário do item","","2024-07-22","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"4785","equipar medico e hospitalar limitada","","Nicholson","1","0","2024-07-02 23:01:16","2024-07-02 23:01:18","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4786","joemilson.sa@ecoplan.com.br","","Nicholson","1","0","2024-07-02 23:01:18","2024-07-02 23:01:20","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4787","elasa elo alimentação","","Nicholson","1","0","2024-07-02 23:01:18","2024-07-08 14:20:22","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4788","empresa de transportes 3w","","Nicholson","1","0","2024-07-02 23:01:18","2024-07-02 23:01:20","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","DUQUE DE CAXIAS, RJ","","","","","","","","","","","","","","",""
"4789","mm food service","","Nicholson","1","0","2024-07-02 23:01:18","2024-07-08 14:12:28","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","JUIZ DE FORA, MG","","","","","","","","","","","","","","",""
"4790","tirreno","","Nicholson","1","0","2024-07-02 23:01:18","2024-07-22 19:45:18","Grupo de visibilidade do proprietário do item","2024-07-19","2024-07-15","0","1","1","2","1","1","0","","DIADEMA, SP","","","","","","","","","","","","","","","61.923.017/0001-05"
"4791","rayone sousa/ flsmidh","","Nicholson","1","0","2024-07-02 23:01:20","2024-07-02 23:01:22","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4792","joice","","Nicholson","1","0","2024-07-02 23:01:20","2024-07-08 14:11:06","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4793","imperial com. de paraf. fer. e maq. ltda","","Nicholson","1","0","2024-07-02 23:01:20","2024-07-08 14:09:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4794","mina oeste","","Nicholson","1","0","2024-07-02 23:01:22","2024-07-02 23:01:24","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","ITATIAIUCU, MG","","","","","","","","","","","","","","",""
"4795","fernanda","","Nicholson","1","0","2024-07-02 23:01:22","2024-07-02 23:01:22","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4796","real rondonia","","Nicholson","1","0","2024-07-02 23:01:22","2024-07-08 14:07:25","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","SAO JOSE DO RIO PRETO, SP","","","","","","","","","","","","","","",""
"4797","tk solution","","Nicholson","2","0","2024-07-02 23:01:22","2024-07-09 13:30:19","Grupo de visibilidade do proprietário do item","","","0","2","2","0","0","0","0","","BELO HORIZONTE, MG","","","","","","","","","","","","","","",""
"4798","central da picanha","","Nicholson","1","0","2024-07-02 23:01:22","2024-07-05 15:54:44","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4799","geraes arquitetura e engenharia ltda","","Nicholson","1","0","2024-07-02 23:01:22","2024-07-08 14:22:41","Grupo de visibilidade do proprietário do item","2024-07-17","","0","1","1","1","0","1","0","","BELO HORIZONTE, MG","","","","","","","","","","","","","","","25.618.133/0001-57"
"4800","Bravo Armazens Gerais LTDA - V�rzea Grande","","Nicholson","0","1","2024-07-02 23:01:22","2024-07-29 16:15:57","Grupo de visibilidade do proprietário do item","2024-10-29","","2","0","2","1","0","1","0","","","","","","","","","","","","","","","","",""
"4801","Gecal @","","Gislayne","1","0","2024-07-02 23:01:24","2025-08-28 16:44:56","Grupo de visibilidade do proprietário do item","","2025-08-28","0","1","1","4","4","0","0","","","","","","","","","","","","","","","","",""
"4802","veracel","","Nicholson","1","0","2024-07-02 23:01:26","2024-09-20 13:54:12","Grupo de visibilidade do proprietário do item","","2024-09-19","0","1","1","7","7","0","0","","","","","","","","","","","","","","","","",""
"4803","studio equinócio","","Nicholson","1","0","2024-07-02 23:01:26","2024-07-08 13:48:37","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"4804","fortes construtora","","Nicholson","1","0","2024-07-02 23:01:26","2024-07-19 13:25:34","Grupo de visibilidade do proprietário do item","","2024-07-17","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
"4805","arteleste construções ltda","","Nicholson","1","0","2024-07-02 23:01:26","2024-07-19 13:26:28","Grupo de visibilidade do proprietário do item","","2024-07-17","0","1","1","2","2","0","0","","","","","","","","","","","","","","","","",""
